"","p14_1","p14_2","p14_3","p60_1","p60_2","p60_3","p7_1","p7_2","p7_3","Gene"
"AA914427",5.88233709961806,5.62056132032208,5.9664710125285,6.33103522949999,6.02785926255307,6.2042877948551,5.59268446131846,5.64482518678663,5.42134350707066,"AA914427"
"AA986860",7.17102431552373,7.21980371874295,7.20173062543225,7.62950535271111,7.69532705589809,7.62578247603596,6.02401857573196,6.06274774589844,6.57095058594587,"AA986860"
"AB041806",6.29225714007856,6.19380720206756,6.71865143904401,6.58780178797106,6.67961250452202,6.55144110831725,6.82348359217765,7.04557149303878,7.35778004078238,"AB041806"
"AB124611",5.34396695540261,5.1991676734416,5.29119760423459,5.42051517239296,5.2625661897731,4.98291715482818,5.59268446131846,5.34343561579378,5.54960147743089,"AB124611"
"AC025794.1",4.44254217144345,3.94681959180372,4.30570654161492,3.94681959180372,4.32345067233676,4.44335055821301,5.00897456605197,4.77365013334238,4.50548537441962,"AC025794.1"
"AC025794.2",3.94681959180372,4.40173776365751,4.30570654161492,4.50514889364436,3.94681959180372,3.94681959180372,4.45625851106335,4.59072332715974,3.94681959180372,"AC025794.2"
"AC026385.1",6.36088819418801,6.25608909819288,6.33360423659341,6.49470052035064,6.05237821891682,6.25972870646106,6.04663780930595,6.17631604149201,6.3750579856124,"AC026385.1"
"AC061963.1",5.17909324741218,5.27033308626254,4.8823193403231,5.42051517239296,5.10949603477481,5.03649713111895,5.65566745607362,5.38582614006356,5.92807115852138,"AC061963.1"
"AC079441.1",8.23044001621951,8.15927429903443,8.13602099327722,8.37927799261087,8.973929956252,8.81671934907954,6.82348359217765,6.58549188754331,6.96507186005162,"AC079441.1"
"AC090479.2",6.48847463306804,6.50524190834298,6.50088244231657,6.60568509436918,7.10837382818755,6.8748417341739,7.06592284336866,7.06843664861597,6.92326976523969,"AC090479.2"
"AC090881.3",4.2982061523158,3.94681959180372,3.94681959180372,3.94681959180372,4.32345067233676,4.29878195671709,4.45625851106335,4.77365013334238,4.50548537441962,"AC090881.3"
"AC091309.1",3.94681959180372,4.66175414106674,4.94452400717006,5.22244306693792,4.59553872099476,4.92589336506064,4.45625851106335,4.59072332715974,4.62895390602379,"AC091309.1"
"AC091309.4",4.2982061523158,4.26915876137029,4.30570654161492,4.62854551761038,4.59553872099476,4.64563940813467,4.56916238365795,4.59072332715974,4.50548537441962,"AC091309.4"
"AC091332.1",3.94681959180372,4.58756062908026,4.30570654161492,4.73164010522718,4.69384908674737,4.44335055821301,4.30797798885145,4.68833319517471,4.73210749613293,"AC091332.1"
"AC093020.1",5.51994458631843,5.84892378588559,5.24851174476203,3.94681959180372,4.69384908674737,4.72626994137703,7.50822787872017,7.76941272670486,7.14518719930833,"AC093020.1"
"AC098707.1",4.64451239691233,4.50284177895054,4.56528737666322,4.50514889364436,4.47796538215946,4.92589336506064,4.45625851106335,4.77365013334238,4.50548537441962,"AC098707.1"
"AC098880.1",4.79729798369832,4.78939785464179,4.65918668651895,4.34284185378424,4.32345067233676,4.29878195671709,5.49136253881881,4.98454309832297,4.73210749613293,"AC098880.1"
"AC098880.2",8.15778614343747,7.88406780301629,7.6467056778893,7.35632264953742,7.87578070788205,8.00980521753925,8.40541537149903,8.49265829387435,7.80054743169863,"AC098880.2"
"AC102055.1",6.39393177834436,6.16152991987965,7.09309718083718,6.75696550666559,6.99175855143947,7.11782314020521,5.97755202855111,5.67754319579277,6.45683691717853,"AC102055.1"
"AC102106.1",4.64451239691233,4.78939785464179,4.45307066566371,5.1664440179768,4.92715380788356,4.79865924143784,4.6636280876042,4.85018350304565,4.82218725230798,"AC102106.1"
"AC102132.1",6.71259675341301,6.51782502473413,6.95285267148674,6.56968201768461,7.52250310560092,7.04822624350174,6.56043155363578,5.91184254973435,6.49594669419704,"AC102132.1"
"AC102232.1",4.44254217144345,4.50284177895054,4.56528737666322,4.62854551761038,4.47796538215946,4.55346984993606,4.30797798885145,4.4740014290903,4.62895390602379,"AC102232.1"
"AC102342.1",4.55248688125715,4.26915876137029,3.94681959180372,4.50514889364436,4.32345067233676,4.64563940813467,4.56916238365795,3.94681959180372,4.90292144618743,"AC102342.1"
"AC102342.2",5.51994458631843,5.5691828427632,5.37173878818834,5.32605806654545,5.55188353774864,5.67501168146027,5.71549739901667,5.67754319579277,5.80354652201626,"AC102342.2"
"AC102492.2",5.03478601889008,4.66175414106674,4.30570654161492,4.62854551761038,4.8568339971039,4.64563940813467,4.30797798885145,4.32062439631151,3.94681959180372,"AC102492.2"
"AC102496.1",7.95283852868061,8.04954489627508,7.16318952956631,8.46787776851565,8.31100723720458,8.1897349675399,8.47810254518867,8.50513619002483,8.73070034045376,"AC102496.1"
"AC103362.1",3.94681959180372,4.7284351313303,4.30570654161492,4.34284185378424,3.94681959180372,4.44335055821301,3.94681959180372,3.94681959180372,4.34308198590873,"AC103362.1"
"AC103939.1",4.44254217144345,4.26915876137029,4.65918668651895,4.82166923979832,4.32345067233676,4.72626994137703,3.94681959180372,4.32062439631151,3.94681959180372,"AC103939.1"
"AC105297.1",4.44254217144345,4.58756062908026,3.94681959180372,3.94681959180372,4.59553872099476,4.29878195671709,4.6636280876042,4.4740014290903,4.50548537441962,"AC105297.1"
"AC105304.3",4.2982061523158,4.26915876137029,4.30570654161492,4.34284185378424,3.94681959180372,3.94681959180372,4.6636280876042,4.68833319517471,3.94681959180372,"AC105304.3"
"AC105304.4",4.44254217144345,4.58756062908026,4.45307066566371,4.50514889364436,4.69384908674737,4.64563940813467,5.16469335417473,5.10116359810749,4.73210749613293,"AC105304.4"
"AC106834.1",5.13334508598223,5.33695776364721,5.00254499174167,3.94681959180372,4.47796538215946,4.64563940813467,5.34041187099615,5.38582614006356,4.97653352175322,"AC106834.1"
"AC107768.1",3.94681959180372,4.58756062908026,3.94681959180372,4.50514889364436,4.59553872099476,4.64563940813467,4.95062787759862,4.68833319517471,4.90292144618743,"AC107768.1"
"AC107792.1",4.2982061523158,4.58756062908026,4.56528737666322,4.34284185378424,4.47796538215946,4.29878195671709,5.06378069934473,5.04469038380761,5.04447783797388,"AC107792.1"
"AC107792.3",4.55248688125715,4.7284351313303,4.56528737666322,4.34284185378424,4.59553872099476,4.44335055821301,5.65566745607362,5.42663924912632,5.58936028822629,"AC107792.3"
"AC108409.1",4.44254217144345,4.26915876137029,4.45307066566371,4.34284185378424,4.69384908674737,4.44335055821301,3.94681959180372,4.4740014290903,4.50548537441962,"AC108409.1"
"AC109619.1",7.05462030274398,6.99034068219039,6.22222789000025,7.5682083143416,7.21605871491062,7.03799632657078,6.4156985935805,6.26060053075631,6.5890756438051,"AC109619.1"
"AC110206.1",5.22283915066365,5.1991676734416,5.05704934452337,5.10709643209479,5.21407974983523,5.41995755365476,5.34041187099615,5.20508186463805,4.82218725230798,"AC110206.1"
"AC110212.1",3.94681959180372,4.26915876137029,4.45307066566371,4.62854551761038,4.69384908674737,4.55346984993606,4.56916238365795,4.59072332715974,4.73210749613293,"AC110212.1"
"AC110375.1",4.55248688125715,4.40173776365751,4.45307066566371,4.34284185378424,4.32345067233676,4.44335055821301,4.6636280876042,4.59072332715974,4.73210749613293,"AC110375.1"
"AC110730.1",5.78186726508106,5.71710373260036,5.51703195909335,5.70023731005133,5.47659044568326,5.52230525215835,5.38012710352215,5.61118393112425,5.54960147743089,"AC110730.1"
"AC110913.1",4.92434262379694,5.08194174594527,4.8823193403231,4.82166923979832,4.77976856806867,4.44335055821301,5.41845159029129,5.42663924912632,5.10776852115503,"AC110913.1"
"AC111023.1",4.9812832044218,4.58756062908026,3.94681959180372,4.50514889364436,4.32345067233676,4.55346984993606,4.30797798885145,4.4740014290903,4.73210749613293,"AC111023.1"
"AC113003.1",6.20118393905133,6.40014674657213,7.35472598123453,6.55131912400583,7.01586964098447,7.29959740161275,7.38688130593414,7.19833318677162,7.57862533466497,"AC113003.1"
"AC113104.1",4.2982061523158,4.26915876137029,4.45307066566371,3.94681959180372,3.94681959180372,4.44335055821301,4.30797798885145,4.4740014290903,4.73210749613293,"AC113104.1"
"AC113104.3",4.44254217144345,4.26915876137029,4.30570654161492,4.50514889364436,4.99210659779452,3.94681959180372,4.45625851106335,4.32062439631151,3.94681959180372,"AC113104.3"
"AC113458.1",8.18546429131515,8.15142799378211,8.5747477373479,8.82901063777225,9.28649731360821,8.91105979182669,5.21151242391513,5.4660095438107,4.90292144618743,"AC113458.1"
"AC113528.1",3.94681959180372,4.40173776365751,3.94681959180372,4.34284185378424,3.94681959180372,4.29878195671709,4.56916238365795,4.85018350304565,4.62895390602379,"AC113528.1"
"AC113599.1",5.03478601889008,4.89850070263331,5.00254499174167,4.73164010522718,5.10949603477481,4.72626994137703,5.74433904876075,5.70939449157928,5.42134350707066,"AC113599.1"
"AC113961.1",4.92434262379694,4.58756062908026,4.8150177324411,5.37430765869741,5.35328897252414,5.55447949299364,4.30797798885145,3.94681959180372,4.50548537441962,"AC113961.1"
"AC114539.1",6.01945912390444,5.74007926894694,6.1216820759491,6.09349472838366,5.72133205376875,5.67501168146027,6.30982347862127,6.1320647262716,6.41656587834131,"AC114539.1"
"AC114990.1",4.55248688125715,4.40173776365751,4.56528737666322,4.62854551761038,3.94681959180372,5.03649713111895,4.82037893055,4.59072332715974,5.58936028822629,"AC114990.1"
"AC115117.1",4.2982061523158,4.40173776365751,4.45307066566371,4.34284185378424,3.94681959180372,4.44335055821301,4.45625851106335,4.59072332715974,4.34308198590873,"AC115117.1"
"AC115117.2",5.38146722834674,5.23536589102869,5.33222324248975,5.58845439828126,5.58776834821306,5.67501168146027,5.4554974629065,5.4660095438107,5.62781666547599,"AC115117.2"
"AC115119.1",5.34396695540261,5.39969429953076,5.24851174476203,5.6641265409647,6.58512191124538,6.29544507730264,5.00897456605197,4.98454309832297,4.82218725230798,"AC115119.1"
"AC115631.1",5.92970567901383,6.25608909819288,5.76229181758943,6.28680807049071,5.84164653638256,5.67501168146027,6.23428311445466,6.1543767293706,6.5890756438051,"AC115631.1"
"AC115752.1",5.13334508598223,5.78477464189227,5.29119760423459,5.04383898986576,4.99210659779452,5.18100727838128,6.11222000839296,5.70939449157928,5.50843180518919,"AC115752.1"
"AC115768.1",3.94681959180372,4.26915876137029,3.94681959180372,3.94681959180372,4.32345067233676,4.44335055821301,4.82037893055,4.32062439631151,4.34308198590873,"AC115768.1"
"AC116489.2",4.2982061523158,4.26915876137029,3.94681959180372,3.94681959180372,3.94681959180372,4.29878195671709,4.45625851106335,4.32062439631151,4.73210749613293,"AC116489.2"
"AC116597.1",3.94681959180372,4.26915876137029,3.94681959180372,4.34284185378424,4.59553872099476,4.55346984993606,3.94681959180372,4.4740014290903,4.34308198590873,"AC116597.1"
"AC117239.2",4.44254217144345,4.78939785464179,4.8150177324411,4.82166923979832,4.92715380788356,5.03649713111895,5.21151242391513,5.04469038380761,4.97653352175322,"AC117239.2"
"AC117612.1",4.55248688125715,4.66175414106674,4.45307066566371,4.50514889364436,3.94681959180372,3.94681959180372,4.6636280876042,3.94681959180372,4.34308198590873,"AC117612.1"
"AC117700.1",4.92434262379694,4.7284351313303,4.8150177324411,4.50514889364436,4.59553872099476,4.79865924143784,5.16469335417473,4.4740014290903,5.10776852115503,"AC117700.1"
"AC117809.3",3.94681959180372,3.94681959180372,3.94681959180372,4.50514889364436,4.47796538215946,4.44335055821301,3.94681959180372,4.4740014290903,4.50548537441962,"AC117809.3"
"AC117816.1",5.08534501197736,4.50284177895054,4.56528737666322,4.34284185378424,4.99210659779452,4.86477231022008,4.30797798885145,3.94681959180372,3.94681959180372,"AC117816.1"
"AC118724.1",4.55248688125715,4.26915876137029,4.65918668651895,3.94681959180372,4.47796538215946,4.44335055821301,4.56916238365795,4.4740014290903,4.82218725230798,"AC118724.1"
"AC118724.2",3.94681959180372,4.26915876137029,4.56528737666322,4.34284185378424,4.47796538215946,3.94681959180372,4.30797798885145,4.32062439631151,4.50548537441962,"AC118724.2"
"AC119228.1",4.92434262379694,4.99492132697532,4.8823193403231,4.82166923979832,5.55188353774864,5.087128098259,5.00897456605197,4.68833319517471,4.73210749613293,"AC119228.1"
"AC119957.1",4.7250186872057,4.7284351313303,4.45307066566371,4.82166923979832,5.21407974983523,3.94681959180372,4.74623803316136,4.59072332715974,4.82218725230798,"AC119957.1"
"AC120159.1",7.13328250725455,7.18922501182639,6.71865143904401,7.22584677957545,7.01586964098447,6.8748417341739,6.49799857655625,7.07973117263084,6.3102915473867,"AC120159.1"
"AC121135.2",4.64451239691233,4.66175414106674,4.45307066566371,4.73164010522718,4.47796538215946,4.55346984993606,4.88806911319733,4.77365013334238,4.62895390602379,"AC121135.2"
"AC121263.1",3.94681959180372,4.66175414106674,4.56528737666322,3.94681959180372,4.32345067233676,4.29878195671709,4.30797798885145,3.94681959180372,4.50548537441962,"AC121263.1"
"AC121552.1",4.55248688125715,4.40173776365751,4.45307066566371,4.97593095163481,4.69384908674737,5.2248131331063,4.56916238365795,4.32062439631151,4.50548537441962,"AC121552.1"
"AC121603.3",4.55248688125715,4.78939785464179,4.65918668651895,4.62854551761038,4.47796538215946,4.29878195671709,5.00897456605197,4.59072332715974,5.10776852115503,"AC121603.3"
"AC121783.1",4.2982061523158,4.40173776365751,4.45307066566371,4.34284185378424,4.32345067233676,4.29878195671709,4.74623803316136,4.77365013334238,4.34308198590873,"AC121783.1"
"AC121821.1",6.80024150424933,7.0682561948879,6.79695758074697,7.2484458110097,7.01586964098447,7.22068084495696,7.72369258113937,7.63911211123664,7.36813116541559,"AC121821.1"
"AC121821.3",11.2680089157384,11.3410208346336,11.2362971834688,11.3621891198497,11.3848999555441,11.33841191634,11.2867030126999,11.3786082381305,11.4820065926637,"AC121821.3"
"AC121824.2",6.25657329436872,6.22531404540306,6.31567495035975,6.28680807049071,5.86998589337716,5.86072260611729,6.09072458810488,6.601452079926,5.80354652201626,"AC121824.2"
"AC121886.1",4.55248688125715,4.26915876137029,3.94681959180372,4.62854551761038,4.92715380788356,4.79865924143784,3.94681959180372,3.94681959180372,4.50548537441962,"AC121886.1"
