Gene,p7_1,p7_2,p7_3,p14_1,p14_2,p14_3,p60_1,p60_2,p60_3,
Ptprn2,10.57071244,10.50666721,10.88404356,11.51006303,11.31060747,11.68058235,11.69544917,12.24330089,11.93984987,
Ptpro,10.43959173,10.33238509,10.60918166,9.811275551,9.939865339,9.730862905,7.806606203,7.829394765,7.967742282,
Ptprr,10.45365322,10.84637891,10.62531231,12.40113612,12.47659428,12.50052358,12.45486853,12.2592525,12.36456553,
Ptprs,15.00252205,14.93413438,15.14879895,13.48491181,13.8062323,13.45773406,13.09202833,13.5209435,13.11725552,
Ptprv,5.455497463,4.920025245,4.976533522,4.725018687,4.661754141,4.659186687,4.342841854,4.323450672,4.443350558,
Pttg1,8.595266132,8.643232386,8.84543499,9.124430136,9.204839435,9.3720062,9.935021466,9.577546682,9.786019278,
Ptx3,8.838460767,8.561975789,8.281013514,5.781867265,6.094492203,5.789718124,5.222443067,5.26256619,5.455114095,
Pura,10.37983095,10.76412644,10.10570307,12.00908205,11.70132614,11.39168321,11.10391566,11.97970514,11.72709532,
Purb,13.87435874,14.22372928,13.55486537,15.47505749,15.09079995,14.66625778,14.1228653,14.46855795,14.41921213,
Purg,10.33387029,10.50563436,10.17893804,10.40160833,10.62273187,10.16866954,9.074267089,9.006938491,9.053230118,
Pus7l,8.112351118,8.10133227,8.089103525,7.207782168,7.293474369,7.618644262,6.569682018,6.679612505,6.608558599,
Pvalb,9.53832996,10.55639166,10.92371366,14.3337819,14.43965659,14.81539386,15.12402982,14.68726397,14.84331044,
Pvr,7.033755066,7.156351315,7.032082326,8.139032798,7.989158877,8.095994414,8.399444362,8.115374114,8.129056341,
Pwp1,10.74335415,10.76843849,10.65390055,10.05273423,10.12506531,10.08703547,9.73173079,9.677799509,9.72441161,
Pxdc1,8.425977808,8.222272027,8.344891472,7.668381472,7.935292257,8.194041094,6.92190673,7.074394468,6.791641284,
Pxdn,11.44035669,11.3104581,11.3137188,9.705603676,9.567421762,9.735741985,7.977656437,8.334871769,8.230288602,
Pxn,11.0684689,11.05066422,11.29030533,12.09557115,12.02220014,12.0753449,12.33264734,12.60401086,12.19357823,
Pxylp1,8.513112494,8.441634397,8.406048915,10.32611819,10.17319707,10.35351515,10.8912222,11.01366673,10.8371096,
Pycard,7.22606885,7.156351315,7.083477477,6.327012014,6.671671544,6.784209957,6.640767565,6.190520649,6.241504629,
Pycr1,8.785386805,8.862632461,9.072793597,7.152279762,7.691495378,7.575487948,6.2410645,6.295513364,6.000506599,
Pygl,7.097370566,6.807410805,6.909053159,6.23836602,6.077180899,6.22222789,6.532706149,6.146073349,6.330231114,
Qdpr,11.06977361,11.13122051,11.18106284,11.43683692,11.68482151,11.84722407,12.5326606,12.57681321,12.68258473,
Qprt,6.154178737,5.829085667,5.957371974,5.807755884,5.304168265,6.057428298,6.756965507,6.146073349,6.241504629,
Qser1,11.46783197,11.56266289,11.06049414,10.44221842,10.33996351,9.849645503,9.727755858,10.11055813,10.18058804,
Qsox1,10.71027207,10.62362697,10.84233185,9.675092132,9.573291823,9.820854605,9.915934662,9.666581394,9.790535446,
Rab11fip1,6.932571118,6.834483048,7.15721112,7.979459357,7.816102112,8.039066723,8.353665274,8.041813255,8.203380595,
Rab11fip5,10.898993,10.89924307,11.19121163,11.43012304,11.27234279,11.54219297,12.036752,12.35812255,12.16633418,
Rab25,5.008974566,4.984543098,5.223174336,4.863311954,5.199167673,5.157417326,4.505148894,4.595538721,4.645639408,
Rab26,6.545088976,6.485608735,6.533963778,7.084636629,7.196932023,7.328900874,8.582520808,8.301349254,8.278346683,
Rab32,7.308757419,7.156351315,6.992261799,6.847945627,6.898359176,6.758357741,6.28680807,6.146073349,6.38077481,
Rab37,6.481932942,6.377800012,6.552582285,7.968870346,7.601936767,8.433525666,9.82211954,9.870988107,10.04731836,
Rab39,6.955696914,6.937797672,6.75828645,6.14337031,6.145089378,6.035283872,5.984943651,5.977375366,5.784537704,
Rab3a,7.612842326,7.830359382,7.860184087,8.73335843,8.617598425,8.631767683,8.897895614,8.876615877,8.731518676,
Rab3c,12.07414304,12.23348535,11.85461694,13.5091179,13.39810326,13.07773714,13.01545618,13.17929713,13.14234552,
Rab3d,10.5530949,10.80835392,11.05176807,11.1533082,11.30488799,11.25623643,9.658449295,9.597375269,9.532841756,
Rab3gap1,10.19129117,10.1788602,10.33356013,10.94639163,10.86144877,10.94205648,11.63414263,11.78344496,11.76046479,
Rab44,5.256269211,5.343435616,5.736270951,5.486885905,5.235365891,5.108542226,4.731640105,4.595538721,4.443350558,
Rab4a,9.588364161,9.778080864,9.860630706,11.08412139,10.99586541,11.00738196,11.09391662,11.12641967,10.97109263,
Rab7b,6.732295346,6.861038422,6.923269765,8.312195466,8.119606316,8.44947924,6.893334273,6.991758551,6.942404157,
Rabac1,11.04079383,11.08978274,11.4778672,11.81217453,11.8492133,12.40500914,12.56781703,12.25239304,12.2653423,
Rabgap1l,11.17838649,11.25007137,10.50493213,11.96098689,11.93744522,11.41670341,11.96176375,12.19533545,12.32646874,
Rabgef1,9.688611972,9.720476712,9.829402418,10.43839969,10.46675293,10.54631916,10.82208288,10.78819078,10.826156,
Rac2,6.79803563,6.765786367,7.204306905,6.182193312,6.077180899,6.385998638,6.093494728,5.782956826,5.675011681,
Rac3,10.57531309,10.37146386,10.56860395,9.460217679,9.696731483,9.993729413,9.000365736,8.50434274,8.725235449,
Racgap1,12.19534346,12.15332441,12.08044266,9.553228629,9.775216749,9.567142855,9.156443406,9.112722602,9.124157714,
Rack1,13.82865955,13.80117777,13.94586844,12.80079912,13.03251435,13.26847818,12.90520414,12.50884424,12.63358688,
Rad18,9.325347408,9.348719594,9.018415269,8.091047534,8.246551057,7.912182058,7.594802085,7.869245557,7.512970782,
Rad21l,5.256269211,5.343435616,5.107768521,4.644512397,4.845814326,4.565287377,4.975930952,4.779768568,5.135195632,
Rad51ap1,10.32187382,10.29819547,10.12851949,8.203624101,8.224290012,7.940738199,7.248445811,7.062883016,7.256299782,
Rad51b,6.848474073,7.198333187,6.96507186,5.672466995,5.762630418,5.893737542,5.222443067,5.26256619,5.307200871,
Rad54b,8.315687277,8.370655815,8.17952844,6.23836602,6.041850141,5.942686312,6.012949349,6.100067281,6.204287795,
Rad9b,8.924713433,9.119342713,8.758301482,9.670214938,9.603723489,9.50371624,10.19604491,10.11743944,10.15279826,
Raet1d,5.455497463,5.343435616,4.822187252,4.552486881,4.728435131,4.453070666,3.946819592,3.946819592,3.946819592,
Raet1e,4.888069113,4.920025245,4.822187252,3.946819592,4.269158761,4.453070666,3.946819592,3.946819592,4.298781957,
Rag1,7.263417504,7.762477556,7.418782996,8.071394491,8.325342715,8.150747526,6.119270508,6.694749033,6.67676745,
Rai14,10.5465496,10.5453773,10.44439351,9.053755083,8.879466163,8.941753426,8.394429246,7.908015982,8.529947572,
Rai2,9.748513346,10.03449899,10.09338509,9.906967708,9.982390134,9.89105311,8.496237371,8.291625867,8.234724622,
Ralyl,9.695391916,9.778080864,9.753140902,10.84691723,10.91210435,10.7909041,11.21666639,11.12778329,11.26406597,
Ramp3,7.968167627,7.969241769,8.0384387,9.35269149,9.125136462,9.83304723,10.15815473,10.17001562,10.09920352,
Rap1gap,11.46585132,11.32575321,11.80497164,12.44151615,12.55021527,12.64363762,13.13878967,13.19970073,12.94486441,
Rap1gap2,10.79633345,10.96233383,11.11710329,12.00360132,12.06108522,12.27785493,12.46355623,12.80361633,12.72644289,
Rap2a,11.8769695,11.97453235,11.8063871,12.39080026,12.35647504,12.34987481,11.21027241,11.47658248,11.38194549,
Rap2b,10.3053525,10.29461191,10.00243487,9.467733541,9.565950505,9.390691268,8.668077979,8.693294177,8.798881898,
Rapgef4,10.18166777,10.23103887,10.21917523,12.18914581,11.99075788,11.91401347,12.78343327,12.85226913,12.82381227,
Rapgef4os2,7.148270034,7.068436649,7.388609435,8.96090243,8.813994796,8.818295526,9.570184485,9.781965145,9.714939126,
Rapgef4os3,5.592684461,4.984543098,5.32684085,5.929705679,6.005526597,5.248511745,5.956312051,6.601328649,6.065058152,
Rarb,7.620028755,7.600699942,7.569703942,7.886852848,7.801107914,7.78560182,8.963634572,8.470287803,8.822616377,
Rasal1,6.732295346,6.779800405,7.336848196,8.742689529,8.708506219,8.796649124,9.403255965,10.00319259,9.474152259,
Rasal3,6.432563208,6.396375746,6.86551302,5.417725796,5.717103733,6.260397362,5.70023731,5.622588347,6.022384568,
Rasd1,6.718764263,6.585491888,6.75828645,7.171024316,6.704855922,7.371684926,7.836573181,7.802196717,7.978374409,
Rasd2,8.006964177,8.207063601,8.702559378,9.94649547,9.59653591,10.0206293,9.6479702,10.21176791,9.694199378,
Rasef,5.380127104,5.299310689,5.107768521,4.442542171,4.661754141,3.946819592,3.946819592,3.946819592,4.443350558,
Rasgef1a,8.405415371,8.533836865,8.48846124,10.5949655,10.58110936,10.60169804,11.86377606,12.01033779,11.78442918,
Rasgef1b,10.07654431,9.896303102,9.805057104,9.818640213,9.94100063,9.849645503,8.634463326,8.889548359,8.89155831,
Rasgef1c,10.47054562,10.61599029,10.79937797,9.253986148,9.606588517,9.480646923,7.752602464,7.746196352,7.534815247,
Rasgrf1,9.905850896,9.816910179,10.24167372,12.67988201,11.53276949,11.82336492,12.63406823,13.56338199,12.87784963,
Rasgrp1,9.057015661,9.422842092,9.198946537,11.17698956,10.95824111,10.92079726,10.96058893,11.13118671,11.32550637,
Rasl10a,5.772515692,5.709394492,6.265304775,5.085345012,5.039457664,5.108542226,4.975930952,4.779768568,4.925893365,
Rasl11a,6.718764263,6.751629171,6.676276001,8.417024996,8.220546034,9.310095733,8.752752127,8.185344367,8.46729381,
Rasl11b,9.214045745,9.341788244,9.314936953,9.863480196,9.960165062,10.35562934,10.66053663,10.40749224,10.52119276,
Rassf10,8.107261805,8.155172003,8.548440687,7.538001726,7.536928232,7.508196936,5.956312051,5.514854255,5.675011681,
Rassf3,11.19342699,11.12248876,10.9392812,9.596719635,9.644719214,9.624392194,9.979156112,10.03115708,9.71176775,
Rassf4,11.65808843,11.6484459,11.65800673,10.2255584,10.52392833,10.12719297,7.768241551,8.644521194,8.586521487,
Rassf7,7.710298299,7.504049397,7.985916438,6.916570611,6.954270833,7.354725981,7.082076982,6.709721352,6.897727867,
Rbbp8,9.737059125,9.755662271,9.496681127,8.243662376,8.373321507,8.033777561,7.96415776,7.882286135,7.902235826,
Rbfox1,10.51432869,10.62648034,10.47912844,12.5483384,12.50603493,12.38004377,12.56057473,13.25954627,13.08790555,
Rbks,5.800061259,5.989514628,5.98601464,6.309747452,6.240790751,6.577379303,6.691768959,6.483627328,6.580297577,
Rbl1,9.993721753,9.979014043,9.44670417,7.952838529,8.019670046,7.618644262,7.585992557,7.888762111,7.625782476,
Rbm15b,12.19683689,12.26281551,12.42686701,11.43635839,11.58815532,11.52257043,10.89033366,10.83151492,10.82981645,
Rbm20,7.395301827,7.698496884,7.486790136,8.261104813,8.390075675,8.329589742,6.935976679,7.163244301,7.11782314,
Rbm3-ps,5.211512424,4.920025245,5.276289156,4.725018687,4.661754141,4.659186687,4.628545518,4.595538721,4.298781957,
Rbm38,8.95329671,8.806646315,9.263618413,6.992590775,7.286277642,7.354725981,7.15579446,7.062883016,7.037996327,
Rbm43,8.706961481,8.597363658,8.548440687,9.232083369,9.111076765,9.587079809,9.715764884,9.632393583,9.770862397,
Rbm47,7.299804918,6.358964477,6.120391647,5.085345012,4.587560629,5.550623596,7.836573181,5.26256619,6.964217904,
Rbms3,10.40692688,10.26072885,9.670547389,9.686408493,9.466946464,9.091446491,8.76833052,9.182667392,9.218825986,
Rbmx,12.90927524,12.96112018,12.92683169,11.52858908,11.81278608,11.29199898,11.26133526,11.18850268,11.21899911,
Rbp3,5.299176297,5.740430125,4.902921446,4.442542171,4.401737764,5.057049345,4.505148894,4.595538721,4.726269941,
Rbp7,4.456258511,3.946819592,4.822187252,4.725018687,4.845814326,4.88231934,5.275531295,4.779768568,5.455114095,
Rbpjl,5.953671129,6.219128829,6.436851104,5.30511618,5.459052027,5.81654837,5.664126541,5.26256619,5.346102975,
Rcan2,11.15951581,11.07384437,11.06049414,11.85326309,11.66366379,11.89705959,12.44097981,12.54373983,12.61249249,
Rcan3,11.22069834,11.32692306,11.29434615,12.33130392,12.24257027,12.28091706,12.31752426,12.50779731,12.47620712,
Rcc1,10.72773473,10.70146195,10.66330543,9.218780077,9.495050688,9.561657304,8.939762736,9.062229675,8.78987958,
Rcc2,12.58705909,12.63492717,12.70397963,11.1244865,11.25327994,11.40092481,11.58336958,11.53273322,11.35018391,
Rccd1,10.63646734,10.72117179,10.54165944,9.110089496,9.402458339,9.184829923,8.847460259,8.902365701,8.868942555,
Rcn1,11.22187244,11.21511695,11.05415315,9.66368624,9.746932458,9.572607609,8.748831034,8.291625867,8.320682232,
Rcn3,9.767939893,9.779791019,10.01555112,8.761172141,8.393403188,8.666290334,8.600044254,7.901626772,7.994176035,
Rcor2,13.08617357,13.11039768,13.44268621,10.91856549,11.29204684,10.84231439,6.803924334,6.916828886,6.953353556,
Rd3l,5.008974566,5.044690384,5.107768521,6.426185154,5.806528255,5.918448384,5.802548311,7.003865941,6.043897372,
Rdh12,5.559884198,6.014390877,5.957371974,7.094501298,6.907834608,6.918392447,7.22584678,6.942254128,6.827909752,
Rdh14,9.093420374,9.100298692,9.03784292,9.562032435,9.58786324,9.692897747,10.15223609,9.836369415,10.1469407,
Rdh5,9.249039783,9.067054322,9.389902708,7.942050032,8.293630615,8.320940657,8.960248445,8.483153142,8.6241639,
Rdm1,8.371890797,8.295986816,8.420939963,7.252423171,7.349767884,7.653635564,8.251944825,7.945763532,8.050668113,
Rec114,6.174665482,6.450617534,5.898077607,7.152279762,6.935881092,6.606819007,7.107080956,7.152439861,7.4833129,
Recql4,9.28095144,9.3441024,9.703344253,8.081254695,8.452017115,8.441524592,8.477393278,8.625313035,8.365853601,
Reep4,9.294414439,9.373853074,9.797482779,8.82698056,8.888917266,8.904659106,8.419331576,8.353681916,8.148001575,
Relt,7.838902853,7.823714475,8.155967115,8.212618536,8.186403223,8.706652808,9.342154802,9.412742789,9.29074758,
Reps2,9.876323725,9.989396666,9.427200023,11.16201728,10.97883477,10.77203347,12.20911582,12.65715074,12.57023072,
Rest,9.085696451,8.944256266,8.640337352,8.171691973,7.962478888,8.012423458,7.829140129,7.988579997,7.885379711,
Ret,9.801318965,9.853097674,10.00736746,10.35881177,10.46201621,10.48776536,10.82301446,11.15076976,10.85733641,
Retnla,4.307977989,4.474001429,4.628953906,5.133345086,4.845814326,5.057049345,4.628545518,3.946819592,3.946819592,
Retreg1,9.422548181,9.480774558,8.965289192,10.48819546,10.16058315,10.12347535,10.34617025,10.47333727,10.55608558,
Retreg2,12.00387774,11.9882759,12.3291546,12.81135551,12.8233234,13.08460364,13.40949299,13.3416012,13.29908903,
Retsat,8.15735991,8.056755625,8.196948904,8.685773059,8.386740437,8.729685043,9.652170983,9.36031743,9.529242846,
Rexo5,8.376124403,8.227305893,8.051273817,6.712596753,6.926594693,6.894937393,6.373849679,6.275167702,6.622473756,
Rfc3,9.950455545,9.90416396,9.797482779,8.278337842,8.541693985,8.44550742,8.177946277,8.000581753,7.988928176,
Rfc4,9.683506008,9.779791019,9.491995382,8.148440122,8.383397437,7.92367298,8.062426848,7.724616824,7.940811312,
Rflna,7.086965958,6.485608735,7.005661372,6.219905475,5.669803199,6.260397362,5.897041016,5.353288973,5.522305252,
Rflnb,10.22330405,10.28139548,10.04303323,11.40490858,11.29160199,11.41010758,10.97658468,10.87763405,10.9980206,
Rftn1,9.597442151,9.54050933,9.684987907,8.663016192,8.695096182,8.821361464,8.327587511,8.793044013,8.486006558,
Rfx2,8.421888795,8.196834352,8.3808823,6.871198027,6.907834608,7.093097181,7.513482251,7.603666251,7.358071771,
Rgl3,8.901431091,9.001107909,9.458761576,10.9430268,10.95374951,11.20908059,11.23498025,11.16345738,11.21003901,
Rgma,12.21168676,11.9182102,12.34222476,11.06009447,11.01107699,11.15184077,10.6698871,11.19241775,10.85733641,
Rgn,5.211512424,5.101163598,4.902921446,4.442542171,4.502841779,4.453070666,4.342841854,3.946819592,4.645639408,
Rgs11,8.284487321,7.769412727,8.302623456,6.847945627,7.059809457,7.11348218,7.620908448,7.074394468,7.088416726,
Rgs12,11.40822827,11.36785006,11.50543506,9.947839357,10.080432,10.06265189,9.504320283,9.448119498,9.645168106,
Rgs13,6.381324252,6.834483048,6.068300645,4.797297984,5.569182843,4.815017732,3.946819592,3.946819592,3.946819592,
Rgs16,7.820334759,7.836973543,8.089103525,8.806366088,8.695096182,9.270286258,9.82211954,9.77153179,9.645168106,
Rgs19,8.88371887,9.113927207,8.965289192,8.643219608,8.571364033,8.709965787,8.056081176,7.970386637,7.851059598,
Rgs7,9.790278247,10.15665899,10.15543107,11.12389226,11.22792957,11.06342453,11.14546876,11.00181678,11.01612576,
Rgs7bp,11.59197741,11.88046489,11.36840771,13.50261875,13.31518427,13.03435356,13.68243284,14.00168717,13.97357218,
Rgs8,11.63094622,12.34825381,12.58861381,15.35938985,15.27610037,15.36907551,15.59129878,16.14853783,15.86339558,
Rgs9,8.947625268,8.78975665,8.878144722,8.026164261,7.864976417,7.968735764,6.28680807,6.535317731,6.67676745,
Rgs9bp,5.256269211,5.829085667,5.627816665,5.264789146,5.429768051,5.409872943,4.82166924,4.693849087,4.925893365,
Rhbdd1,8.311271434,8.488474808,8.291859142,9.145676911,9.063889896,9.101566314,9.22292821,9.385628475,9.464762249,
Rhbdf2,7.065922843,7.336159549,7.578625335,10.08972633,9.723370798,9.89105311,6.691768959,6.568721172,6.608558599,
Rhbdl2,5.800061259,6.014390877,6.218744269,5.952742141,5.784774642,6.121682076,5.275531295,5.587768348,5.266819912,
Rhcg,4.950627878,4.984543098,5.465727008,4.298206152,4.269158761,4.453070666,3.946819592,4.477965382,3.946819592,
Rhno1,10.39552528,10.35779193,10.43710134,9.056250771,9.285737071,8.994305049,8.537754531,8.617557367,8.417468729,
Rhobtb1,8.71031598,8.712992898,8.644570272,7.984724642,8.182558932,8.012423458,7.214410218,7.427525795,7.220680845,
Rhod,6.291335872,7.022327761,6.742268886,8.599368787,8.729705651,9.189581084,8.634463326,8.231860529,8.58998453,
Rhpn2,7.468919598,7.453144423,7.560726296,8.773363306,8.591774716,8.950179622,9.250904439,9.107198895,9.498283791,
Ric3,11.06192759,11.07245006,10.89117623,11.96231705,11.81278608,11.71967761,12.2275246,12.36015428,12.54038469,
Rida,8.939075998,8.904022741,8.769970381,10.23769478,10.13402711,10.14686002,11.30199227,11.12914562,11.17708399,
Rif1,11.18803046,11.25990473,10.69829163,11.65858846,11.49075763,11.36674554,12.00262568,12.37917114,12.51787149,
Riiad1,8.039401941,7.932681762,7.945220715,7.45667386,7.449647374,7.485040163,6.949906397,6.967225216,7.088416726,
Rilp,6.989684291,6.632826131,7.347352767,8.000405333,7.785954712,8.160481872,7.314153225,6.739187913,6.897727867,
Rimbp3,6.449220282,6.339861275,6.570950586,6.06208957,6.225314045,6.07920065,5.107096432,5.476590446,4.982917155,
Rimklb,12.03426824,11.88841035,11.58785822,11.08351029,11.25693043,10.72783387,9.878779376,9.826323752,9.951097268,
Rims2,10.91940031,11.1338966,10.99992378,12.44127769,12.2869869,12.16003146,12.39911772,12.86642816,12.66548075,
Rims3,11.08016901,11.06825905,11.25272733,12.82458042,12.61635887,12.90789402,13.50936619,13.72515021,13.71308999,
Rims4,11.16012841,11.22895022,11.47074336,12.57987654,12.62079232,12.73923083,12.78439007,12.89473655,12.66137831,
Rin1,6.873023779,6.485608735,7.204306905,5.833114771,6.209654439,5.989820876,6.819230739,6.796303856,6.690012945,
Rin3,7.962538449,7.9264966,8.191165554,6.992590775,6.830163988,7.061954643,6.819230739,6.81022279,7.445348528,
Ripk3,5.62459408,5.677543196,6.068300645,5.343966955,5.039457664,4.88231934,4.731640105,5.109496035,4.645639408,
Ripor3,5.592684461,5.611183931,5.98601464,5.034786019,5.16162396,5.157417326,5.420515172,5.353288973,5.036497131,
Ripply2,6.848474073,6.663500065,6.693072236,6.927686976,7.084998862,7.604403597,8.017405426,7.774470944,7.785916281,
Ripply3,6.194838397,6.300818473,6.194835858,5.222839151,5.368777421,5.409872943,5.107096432,4.856833997,4.925893365,
Rit2,9.838543612,9.528351871,9.4990183,11.26639446,11.12132306,11.35464173,12.03715344,11.93600777,12.14709922,
Rlbp1,10.66696125,10.64629739,10.6274495,9.048750694,8.973518606,9.417260185,8.317022355,8.605844879,8.690178497,
Rmdn3,10.36927238,10.53123627,10.38120218,11.86895088,11.88886638,12.12141873,12.47575026,12.32937385,12.22949085,
Rmi2,7.403672662,7.783182863,7.560726296,5.343966955,5.717103733,5.705524433,5.927022694,6.027859263,5.932537704,
Rmnd5a,12.21964259,12.40113741,12.00601606,13.18922184,13.06372015,12.88484261,13.34998766,13.66408326,13.73003363,
Rmst,8.200999174,7.698496884,7.09603783,6.488474633,6.059635886,6.142415778,5.866329407,6.233519353,6.022384568,
Rnaseh2b,10.41618889,10.49213958,10.31776444,9.216550871,9.322802595,9.126559125,8.676360326,8.500129735,8.500803306,
Rnasel,10.33604078,10.28018796,10.22342052,9.010653016,9.423735116,8.857652205,6.691768959,6.837649242,6.636249369,
Rnaset2a,5.256269211,5.101163598,5.044477838,4.442542171,4.948052738,4.659186687,4.505148894,4.477965382,4.55346985,
Rnd1,7.591062961,7.830359382,8.167796153,9.311512657,9.166510492,9.606744785,10.13733235,9.668457152,9.911565518,
Rnd2,12.84615224,12.83091686,12.90166951,12.19509807,12.48128293,12.49454083,11.60302628,11.74175264,11.77534677,
Rnd3,11.96268601,11.93595239,11.52562742,10.64966041,10.73103479,10.31165666,8.836418887,8.816937379,8.6241639,
Rnf11,12.09895584,12.29216029,11.55623728,12.94249608,12.87871797,12.58403256,13.02216372,12.91955091,13.11380692,
Rnf112,10.42437215,10.84392934,11.2226508,13.40242584,13.57118327,13.58029848,14.49954231,14.48367944,14.46058379,
Rnf123,11.01731865,11.03928986,11.41678071,11.9945286,12.01494263,12.09761879,12.75808753,12.91126081,12.68055914,
Rnf125,5.063780699,5.205081865,4.976533522,5.133345086,4.948052738,5.157417326,5.374307659,6.002865235,5.860722606,
Rnf128,8.055349515,8.384234161,7.823203738,9.71352685,9.586412708,9.421304584,9.977483369,10.12018279,9.944358307,
Rnf13,11.05733097,11.10008325,10.59067949,12.16826143,12.07433474,12.04717356,12.27083858,12.39567847,12.53792536,
Rnf144b,8.15735991,8.117697508,8.018967827,9.336360889,8.783912292,9.106599688,9.494994708,9.77501797,9.908798823,
Rnf152,10.47744422,10.59186167,10.08718641,12.29296504,12.08976821,11.75494111,11.88489496,12.51041321,12.41368253,
Rnf165,11.92389508,11.95574949,12.18498101,10.78361356,10.97163261,10.65845831,9.185727561,9.581534279,9.171114789,
Rnf17,5.340411871,5.426639249,5.32684085,5.343966955,5.368777421,5.446737061,5.956312051,5.841646536,5.95559848,
Rnf182,9.643747652,9.716910463,9.417348068,10.59582287,10.55909978,10.83627131,11.1683727,11.19502191,11.18052826,
Rnf19b,11.10201361,11.27027975,11.49083691,12.46516566,12.44993285,12.53194132,12.77647741,12.82520916,12.53119673,
Rnf207,7.168125729,7.145657564,7.388609435,7.757354838,7.749959341,8.263414815,8.419331576,8.50434274,8.114681329,
Rnf208,10.18046032,10.14874095,10.77933511,11.12210808,10.94302556,11.17297346,12.10688737,12.41869876,11.96069888,
Rnf212b,4.820378931,4.920025245,5.167146792,5.343966955,5.235365891,5.409872943,5.548713537,5.551883538,5.266819912,
Rnf227,10.23846786,10.12068036,9.787958574,10.84258972,10.78449691,10.80334875,11.78517654,11.76909854,11.77192607,
Rnf38,12.10628543,12.14472613,11.72140466,11.49635504,11.46218601,11.08651919,10.57353737,10.90652193,10.81216095,
Rnf39,5.491362539,5.504053499,5.421343507,5.583348508,5.98697292,6.182925774,7.504153023,6.967225216,7.505614103,
Rnf6,9.751769335,9.942838011,9.99085947,11.19520618,11.05577233,10.96646928,11.52273946,11.71478599,11.66820624,
Rnh1,10.08818114,9.945887587,10.17455957,10.34561925,10.29805261,10.76170786,11.4088492,11.00997407,11.07159194,
Robo1,11.05337931,10.82500982,10.74234365,10.27885167,10.13005096,10.05616605,8.960248445,9.607188212,9.387354979,
Robo2,12.12585995,12.09786838,11.82373116,11.82867772,12.01790381,11.48685224,9.907174613,10.18188114,10.4052681,
Robo3,7.086965958,6.67858454,6.774120926,5.264789146,5.569182843,5.108542226,5.222443067,5.514854255,4.982917155,
Rock2,11.49673507,11.52136067,11.18396979,12.30008368,12.04981872,11.91078237,12.49662599,12.72853898,12.96879865,
Rogdi,10.4253918,10.47007004,10.88404356,11.27069566,11.39792404,11.62383016,11.78422025,11.62783462,11.60039627,
Rom1,6.529572127,6.67858454,7.045108525,8.308006669,7.755157413,8.212871127,9.522792356,9.378769432,9.282218617,
Ror1,9.123908435,9.193096771,8.648790773,8.124805081,8.216792261,7.611541721,8.737003237,8.967846258,8.786866251,
Ror2,8.363385965,8.366101027,8.36556795,7.32104049,6.810049749,7.172923989,6.373849679,6.709721352,6.506980388,
Rora,11.83346728,12.17687099,11.37859362,13.79516594,13.6714344,13.21621385,13.3043577,13.57154657,13.79110606,
Rorc,5.977552029,6.109365991,6.145678145,6.673264853,6.542648195,6.663869899,9.68534373,9.503816707,9.474152259,
Rp1,5.211512424,5.044690384,5.276289156,5.085345012,4.898500703,5.108542226,4.505148894,4.856833997,4.645639408,
Rpa2,10.34145278,10.30414835,10.32436701,8.898283486,8.926113195,9.060653296,9.318557028,9.153488757,9.258500272,
Rpa3,9.253642091,9.200779598,8.777697411,8.409227259,8.458384608,8.453440113,8.246386146,7.547341613,7.907810686,
Rpe65,3.946819592,3.946819592,3.946819592,4.644512397,4.587560629,4.944524007,4.975930952,4.927153808,5.036497131,
Rph3a,11.99669355,12.28375074,12.74269168,14.14696579,14.21031204,14.26987183,13.90944915,14.21203528,14.00369695,
Rpl10,9.228145515,9.21349396,8.507184408,8.420908052,8.346101614,8.355228789,8.075034516,7.603666251,8.009805218,
Rpl10a,10.21389261,10.10984533,10.27613971,8.666289297,9.076349323,9.168076373,8.987117099,8.853700652,8.640953738,
Rpl10a-ps1,5.592684461,5.611183931,5.803546522,5.264789146,5.270333086,5.248511745,5.107096432,5.052653307,5.087128098,
Rpl13,8.478102545,8.581743128,8.623279988,7.26989205,7.54897091,7.681023175,7.522750683,7.41856814,7.247478868,
Rpl14,9.971552954,9.840043426,10.49091465,9.168922633,9.152850757,9.119106708,9.529658807,9.218969064,9.175727399,
Rpl18,10.02365785,9.987918003,10.25694033,9.17582383,9.255017251,9.69790679,9.194397978,9.073604287,8.740892371,
Rpl18a,10.65657866,10.46901064,10.83217602,9.846287808,10.03117845,10.13828867,9.935021466,9.510106978,9.496441795,
Rpl19-ps11,5.211512424,5.426639249,5.665065909,5.133345086,5.368777421,5.291197604,5.222443067,4.856833997,4.443350558,
Rpl19-ps3,4.950627878,4.773650133,4.822187252,4.797297984,4.502841779,5.157417326,6.217588257,4.477965382,5.616280312,
Rpl27,9.118871693,9.138138242,9.434545043,8.248042898,8.275705349,8.921898391,7.829140129,7.650233117,7.437632369,
Rpl29,9.136423775,9.052972797,9.465947899,8.507439533,8.760930439,8.780985623,8.429172904,8.301349254,7.874030935,
Rpl3-ps1,5.340411871,5.299310689,5.465727008,4.797297984,4.789397855,4.944524007,5.374307659,4.779768568,5.181007278,
Rpl31-ps15,4.569162384,4.773650133,4.732107496,3.946819592,4.401737764,4.453070666,3.946819592,3.946819592,3.946819592,
Rpl32,12.55574332,12.46256639,12.6262342,11.59226303,11.78776974,11.93572446,11.73260748,11.232897,11.56437877,
