,X,res_2.rownames,log_mean_counts,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,logpadj,significant,change,SYMBOL,annotation
1,14,peak14,1.468895464,29.43712986,-2.813996973,0.572840019,-4.912361004,9.00E-07,7.44E-05,4.128167896,Sig,Down,Rgs20,Promoter
2,15,peak15,0.958729926,9.093476027,-2.359717413,0.84211384,-2.802135888,0.005076549,0.04904072,1.309443159,Sig,Down,Rgs20,Promoter
3,17,peak17,1.853411154,71.35282195,-2.364905161,0.309511273,-7.640772288,2.16E-14,1.32E-11,10.88042782,Sig,Down,Rgs20,Promoter
4,18,peak18,1.147985492,14.06000553,-1.807124987,0.635237825,-2.844800667,0.004443922,0.044770785,1.349005293,Sig,Down,Rgs20,Promoter
5,89,peak89,2.163598669,145.7466795,-1.106771928,0.206479068,-5.360213696,8.31E-08,9.68E-06,5.013942929,Sig,Down,Sulf1,Promoter
6,120,peak120,1.785723313,61.0552921,-1.043207113,0.287362235,-3.630286049,0.000283107,0.006768897,2.16948207,Sig,Down,Msc,Promoter
8,342,peak342,1.624923209,42.16219465,-1.097058128,0.354245756,-3.096884325,0.001955662,0.02622104,1.581350084,Sig,Down,Slc9a2,Promoter
9,343,peak343,1.848204365,70.50247535,-1.239173097,0.273610972,-4.528959821,5.93E-06,0.00035802,3.446093197,Sig,Down,Slc9a2,Promoter
10,385,peak385,1.434862428,27.21838969,-1.409113117,0.454727757,-3.098806032,0.001943022,0.026096562,1.583416706,Sig,Down,Pantr2,Promoter
11,386,peak386,1.881963379,76.20147528,-1.990531117,0.288581119,-6.897648481,5.29E-12,1.89E-09,8.723462718,Sig,Down,Pantr2,Promoter
12,397,peak397,1.480188505,30.21262814,-1.361854988,0.471137124,-2.890570322,0.003845435,0.040438167,1.393208543,Sig,Down,Gulp1,Promoter
14,555,peak555,1.250330936,17.79634992,-1.543968111,0.547186266,-2.821649972,0.004777729,0.047069103,1.327264076,Sig,Down,Vwc2l,Promoter
15,570,peak570,1.51184648,32.49724019,-1.882061052,0.469207672,-4.011147225,6.04E-05,0.002200892,2.657401258,Sig,Down,Apol7d,Promoter
16,571,peak571,1.233702533,17.12783747,-2.659437959,0.663759047,-4.006631578,6.16E-05,0.002225138,2.652642992,Sig,Down,Apol7d,Promoter
19,671,peak671,1.538372121,34.54395994,-1.516215874,0.416070238,-3.644134416,0.000268293,0.006504698,2.186772842,Sig,Down,Obsl1,Promoter
20,726,peak726,1.658479065,45.54902287,-1.277191897,0.341594603,-3.738911234,0.000184819,0.004999112,2.301107134,Sig,Down,Epha4,Promoter
21,764,peak764,1.663657012,46.09533882,-2.052863364,0.364058325,-5.638830985,1.71E-08,2.56E-06,5.591693903,Sig,Down,Serpine2,Promoter
22,766,peak766,1.405078821,25.41433915,-2.171016726,0.495458883,-4.38183026,1.18E-05,0.00062577,3.203585116,Sig,Down,Serpine2,Promoter
25,943,peak943,2.271192714,186.7208063,-1.412532394,0.215750052,-6.547077871,5.87E-11,1.69E-08,7.772207772,Sig,Down,Arl4c,Promoter
26,944,peak944,1.720454052,52.53564304,-1.641037848,0.382268937,-4.292888304,1.76E-05,0.000872173,3.059397177,Sig,Down,Arl4c,Promoter
28,1043,peak1043,1.263948156,18.36319119,-1.762804683,0.587158381,-3.002264362,0.002679793,0.032085318,1.493693653,Sig,Down,Ankmy1,Promoter
30,1056,peak1056,1.239185283,17.34543847,-1.944819523,0.611250181,-3.181707886,0.001464094,0.021707393,1.663392336,Sig,Down,Bok,Promoter
31,1057,peak1057,1.445550842,27.89657219,-1.606932042,0.461498158,-3.481990153,0.000497702,0.010138519,1.994025488,Sig,Down,Bok,Promoter
32,1089,peak1089,0.951596512,8.945332988,-2.522111887,0.866907743,-2.90931983,0.003622161,0.038880636,1.41026664,Sig,Down,Pam,Promoter
33,1090,peak1090,1.544653657,35.04722664,-2.914001581,0.532754094,-5.469693457,4.51E-08,5.99E-06,5.222373708,Sig,Down,Pam,Promoter
34,1128,peak1128,1.785245376,60.98813819,-2.138761914,0.351725842,-6.080764217,1.20E-09,2.53E-07,6.596701777,Sig,Down,Cdh20,Promoter
35,1129,peak1129,1.067237673,11.67448342,-2.910932932,0.833592548,-3.492033295,0.000479358,0.009887881,2.00489675,Sig,Down,Cdh20,Promoter
36,1136,peak1136,1.867592653,73.72124365,-1.839752961,0.291101556,-6.31996951,2.62E-10,6.56E-08,7.182915017,Sig,Down,Gm17634,Promoter
37,1189,peak1189,1.636140546,43.26538236,-2.980486678,0.522309096,-5.706365643,1.15E-08,1.85E-06,5.732699332,Sig,Down,Gli2,Promoter
39,1256,peak1256,1.606789924,40.43802387,-1.616014075,0.401809225,-4.021844133,5.77E-05,0.002138325,2.669926256,Sig,Down,Dpp10,Promoter
40,1257,peak1257,1.800141146,63.11624388,-1.230504229,0.292542057,-4.206247265,2.60E-05,0.001145089,2.941160781,Sig,Down,Dpp10,Promoter
42,1356,peak1356,1.504810944,31.97502874,-2.413258925,0.468203453,-5.154295439,2.55E-07,2.51E-05,4.601007889,Sig,Down,Cxcr4,Promoter
43,1357,peak1357,1.657268635,45.42224913,-2.241585431,0.416244435,-5.38526222,7.23E-08,8.70E-06,5.060560725,Sig,Down,Cxcr4,Promoter
44,1358,peak1358,1.413416935,25.90698863,-1.547109885,0.503280269,-3.074052332,0.002111724,0.027576525,1.559460462,Sig,Down,Cxcr4,Promoter
45,1375,peak1375,2.141410957,138.4876218,-1.216363863,0.201556695,-6.034847218,1.59E-09,3.32E-07,6.478636013,Sig,Down,Thsd7b,Promoter
46,1389,peak1389,1.173641128,14.91561374,-1.991779409,0.636308957,-3.130208036,0.001746825,0.024377188,1.613016385,Sig,Down,Rassf5,Promoter
47,1428,peak1428,1.192296578,15.57028556,-1.667532836,0.588203052,-2.834961211,0.004583125,0.045768185,1.339436305,Sig,Down,Plekha6,Promoter
49,1562,peak1562,1.275756829,18.86934518,-3.17758568,0.762453609,-4.16757904,3.08E-05,0.001308437,2.883247108,Sig,Down,Nek7,Promoter
50,1608,peak1608,1.636299241,43.28119483,-1.15692031,0.342665915,-3.376233987,0.000734854,0.01324355,1.877995593,Sig,Down,Hmcn1,Promoter
54,1861,peak1861,1.942041856,87.50681078,-1.014146876,0.277917407,-3.649094487,0.000263166,0.006407469,2.193313473,Sig,Down,Rxrg,Promoter
55,2001,peak2001,2.311698038,204.9736514,-1.539722616,0.204064748,-7.545265095,4.51E-14,2.42E-11,10.61605267,Sig,Down,Itpkb,Promoter
57,2032,peak2032,1.4844598,30.51123593,-1.40844993,0.429743261,-3.277421798,0.001047597,0.016919297,1.771617683,Sig,Down,Tmem63a,Promoter
58,2042,peak2042,1.440759901,27.59052098,-1.917056946,0.540089304,-3.549518446,0.000385936,0.008442291,2.073539659,Sig,Down,Cnih3,Promoter
59,2043,peak2043,2.348218245,222.9555281,-1.723710271,0.19140096,-9.005755616,2.14E-19,3.92E-16,15.40681424,Sig,Down,Cnih3,Promoter
60,2069,peak2069,1.370820255,23.48660563,-1.939099494,0.510436742,-3.798902658,0.000145338,0.004229082,2.37375389,Sig,Down,Capn8,Promoter
61,2164,peak2164,1.330846522,21.42133447,-5.807061348,2.051194036,-2.831063881,0.004639345,0.046130673,1.33601021,Sig,Down,Tgfb2,Promoter
62,2165,peak2165,1.896764633,78.84327096,-3.115365555,0.33999565,-9.162957091,5.05E-20,9.82E-17,16.00803354,Sig,Down,Tgfb2,Promoter
63,2193,peak2193,1.947921078,88.6994809,-1.280159308,0.243792521,-5.251019612,1.51E-07,1.59E-05,4.798724676,Sig,Down,Ptpn14,Promoter
64,2327,peak2327,1.177757435,15.05765822,-1.745254148,0.60279269,-2.895280875,0.003788194,0.040052877,1.397366281,Sig,Down,Sash1,Promoter
65,2328,peak2328,1.776791907,59.81249331,-2.174946545,0.354708205,-6.131649939,8.70E-10,1.96E-07,6.707653907,Sig,Down,Sash1,Promoter
66,2366,peak2366,2.298697407,198.9286826,-1.227636892,0.188939197,-6.4975236,8.17E-11,2.23E-08,7.652089139,Sig,Down,Phactr2,Promoter
67,2371,peak2371,1.975834244,94.58760829,-1.037256257,0.253691056,-4.088659144,4.34E-05,0.00171053,2.766869372,Sig,Down,Adgrg6,Promoter
68,2383,peak2383,1.174328232,14.93923064,-2.540859993,0.685507565,-3.706538223,0.000210112,0.00546923,2.262073835,Sig,Down,Nhsl1,Promoter
69,2384,peak2384,1.545621437,35.12541279,-1.508963547,0.417846304,-3.611288489,0.00030468,0.007120482,2.147490636,Sig,Down,Nhsl1,Promoter
70,2415,peak2415,1.4716975,29.62767009,-1.655232601,0.453474828,-3.650109114,0.000262129,0.006405241,2.193464515,Sig,Down,Slc35d3,Promoter
71,2416,peak2416,2.60535769,403.0488535,-1.122093628,0.186986337,-6.000939133,1.96E-09,3.94E-07,6.404833849,Sig,Down,Slc35d3,Promoter
72,2495,peak2495,2.356719094,227.3626349,-1.572802294,0.225441756,-6.976534964,3.03E-12,1.19E-09,8.923987101,Sig,Down,Enpp1,Promoter
73,2517,peak2517,1.341997464,21.97847037,-2.047773805,0.518392915,-3.950234942,7.81E-05,0.002662923,2.574641363,Sig,Down,Gm36908,Promoter
74,2518,peak2518,1.494052082,31.19263635,-1.888407194,0.436671532,-4.324548439,1.53E-05,0.000773071,3.111780797,Sig,Down,Gm36908,Promoter
75,2575,peak2575,1.31936598,20.86248222,-2.043294527,0.551053347,-3.707979527,0.00020892,0.005442757,2.264181094,Sig,Down,Dse,Promoter
77,2671,peak2671,1.960973301,91.40570456,-1.188702418,0.274149864,-4.33595845,1.45E-05,0.000746165,3.12716491,Sig,Down,Prdm1,Promoter
78,2677,peak2677,1.468863207,29.43494353,-1.25729759,0.417919291,-3.008469855,0.002625668,0.031656606,1.499535645,Sig,Down,Prdm1,Promoter
79,2682,peak2682,1.600985013,39.90111323,-1.013173263,0.360868147,-2.807599593,0.004991224,0.048411919,1.315047699,Sig,Down,Gm15934,Promoter
80,2727,peak2727,1.875070823,75.00165092,-1.320744292,0.308227498,-4.284965816,1.83E-05,0.00089249,3.049396796,Sig,Down,Slc35f1,Promoter
82,2744,peak2744,1.687673579,48.71621954,-1.578857581,0.437708435,-3.607098822,0.00030964,0.007205997,2.142305948,Sig,Down,Man1a,Promoter
83,2752,peak2752,1.072996133,11.83031022,-3.053451844,0.83456141,-3.658750341,0.000253448,0.006253224,2.203896038,Sig,Down,Gja1,Promoter
84,2753,peak2753,1.817791288,65.73418576,-2.730666404,0.399717636,-6.831488419,8.40E-12,2.94E-09,8.532069733,Sig,Down,Gja1,Promoter
89,2833,peak2833,1.737447473,54.63204699,-1.306772671,0.321599507,-4.063354082,4.84E-05,0.001859922,2.730505227,Sig,Down,Adamts14,Promoter
90,2877,peak2877,1.709962507,51.28171098,-1.072232529,0.339338926,-3.159768736,0.001578944,0.02276501,1.642732157,Sig,Down,Tet1,Promoter
91,2888,peak2888,1.514664933,32.70882424,-1.498252835,0.465799181,-3.216520971,0.00129755,0.019842868,1.702395562,Sig,Down,Egr2,Promoter
92,2918,peak2918,1.636518619,43.30306324,-1.159922443,0.34244831,-3.387146054,0.000706238,0.012912264,1.888997604,Sig,Down,Bicc1,Promoter
94,2964,peak2964,1.965573782,92.37911175,-1.273066441,0.268156073,-4.747483167,2.06E-06,0.00015004,3.823793391,Sig,Down,Col18a1,Promoter
109,3167,peak3167,1.542589628,34.8810563,-1.448281855,0.391256498,-3.701617388,0.00021423,0.005548562,2.255819561,Sig,Down,Btbd11,Promoter
110,3223,peak3223,1.740354545,54.99896859,-1.387479011,0.377271781,-3.677664429,0.000235379,0.005944751,2.225866354,Sig,Down,Ascl1,Promoter
111,3250,peak3250,1.211513706,16.27472676,-1.824871377,0.62354238,-2.926619642,0.003426677,0.037544983,1.425448085,Sig,Down,Ano4,Promoter
112,3255,peak3255,1.627470128,42.41018116,-1.307621781,0.400012058,-3.268955906,0.001079451,0.017316869,1.76153062,Sig,Down,Ano4,Promoter
113,3291,peak3291,1.703712846,50.54903226,-1.553350034,0.32815791,-4.733544393,2.21E-06,0.000159234,3.797963263,Sig,Down,Rmst,Promoter
114,3310,peak3310,1.606810974,40.4399839,-1.681346741,0.378588564,-4.441092256,8.95E-06,0.000498941,3.301950451,Sig,Down,Elk3,Promoter
115,3312,peak3312,1.716541922,52.06452643,-2.04536088,0.371851345,-5.500479989,3.79E-08,5.21E-06,5.282901609,Sig,Down,Elk3,Promoter
116,3330,peak3330,1.062790966,11.55555918,-2.111917275,0.720593998,-2.930800536,0.003380898,0.037253351,1.428834658,Sig,Down,Tmcc3,Promoter
121,3518,peak3518,1.40420942,25.36351383,-1.94016646,0.506391001,-3.831360467,0.000127437,0.003841381,2.415512592,Sig,Down,Grip1,Promoter
122,3519,peak3519,1.465982452,29.24034229,-1.458548111,0.448731721,-3.250378888,0.001152513,0.018169858,1.740648457,Sig,Down,Grip1,Promoter
123,3523,peak3523,1.145127873,13.96779566,-1.765732783,0.628494303,-2.809465057,0.004962391,0.048192358,1.317021828,Sig,Down,Grip1,Promoter
124,3524,peak3524,1.739579823,54.90094545,-1.554572544,0.313772879,-4.9544516,7.25E-07,6.27E-05,4.202913305,Sig,Down,Grip1,Promoter
125,3551,peak3551,1.663375483,46.06546752,-1.659594713,0.357515417,-4.642022794,3.45E-06,0.000232799,3.633019047,Sig,Down,Mir763,Promoter
126,3592,peak3592,2.060017015,114.8198604,-1.12984381,0.215147528,-5.251484051,1.51E-07,1.59E-05,4.798724676,Sig,Down,Msrb3,Promoter
127,3614,peak3614,1.282030063,19.14388437,-1.582294709,0.532560495,-2.971107929,0.002967275,0.034292551,1.464800209,Sig,Down,4930432O09Rik,Promoter
128,3624,peak3624,1.488693153,30.81010318,-1.667808348,0.489423914,-3.407696889,0.000655136,0.012289664,1.910459994,Sig,Down,Rassf3,Promoter
129,3642,peak3642,1.416006313,26.06191432,-1.433154859,0.452038745,-3.170424822,0.001522162,0.022317713,1.651350319,Sig,Down,Tafa2,Promoter
142,3899,peak3899,1.967732317,92.83939818,-1.649300121,0.293178873,-5.625576296,1.85E-08,2.73E-06,5.564525657,Sig,Down,Vwc2,Promoter
143,3901,peak3901,1.561282147,36.41515365,-1.734380675,0.393205397,-4.410877081,1.03E-05,0.000560849,3.251153983,Sig,Down,Vwc2,Promoter
144,3903,peak3903,1.830261147,67.64896353,-1.159243839,0.274813967,-4.218285741,2.46E-05,0.001103781,2.957117217,Sig,Down,Vwc2,Promoter
145,3904,peak3904,2.002549384,100.5887436,-1.320244911,0.255624472,-5.164782941,2.41E-07,2.40E-05,4.619801684,Sig,Down,Vwc2,Promoter
146,3934,peak3934,2.537568767,344.8011986,-1.125047201,0.275268414,-4.087091522,4.37E-05,0.001715601,2.765583636,Sig,Down,Cobl,Promoter
148,4034,peak4034,1.125186237,13.34093405,-2.054514053,0.679716039,-3.022606407,0.00250608,0.030726887,1.512481439,Sig,Down,Commd1,Promoter
149,4036,peak4036,1.16528954,14.63152319,-2.433451858,0.759940761,-3.202159933,0.001364012,0.020566637,1.686836725,Sig,Down,Commd1,Promoter
150,4088,peak4088,1.764343941,58.1224538,-2.689118483,0.397844099,-6.759226776,1.39E-11,4.64E-09,8.333468054,Sig,Down,Vrk2,Promoter
151,4127,peak4127,1.767735427,58.57811972,-1.382193996,0.308558855,-4.479514927,7.48E-06,0.000440744,3.355813506,Sig,Down,Stk10,Promoter
152,4163,peak4163,1.620278977,41.71372534,-1.125555221,0.358527134,-3.139386438,0.00169302,0.023883486,1.621902283,Sig,Down,Kcnmb1,Promoter
153,4265,peak4265,1.786619081,61.18135363,-1.234303984,0.307042192,-4.019981675,5.82E-05,0.00214763,2.668040511,Sig,Down,Adra1b,Promoter
155,4328,peak4328,0.951099761,8.935107061,-2.761960316,0.960883996,-2.87439517,0.004048021,0.041888806,1.377902024,Sig,Down,Sgcd,Promoter
156,4329,peak4329,1.568041447,36.98634758,-2.22301355,0.421757894,-5.270828556,1.36E-07,1.46E-05,4.835124223,Sig,Down,Sgcd,Promoter
157,4431,peak4431,1.71177188,51.49580842,-1.273179623,0.360558378,-3.531133102,0.000413783,0.008925901,2.049347954,Sig,Down,Tcf7,Promoter
159,4515,peak4515,1.633928244,43.04554826,-1.557773935,0.380811051,-4.090674187,4.30E-05,0.00170195,2.769053317,Sig,Down,Glra1,Promoter
160,4548,peak4548,1.916272357,82.46551158,-1.354158332,0.255359071,-5.302957616,1.14E-07,1.27E-05,4.896078547,Sig,Down,Gria1,Promoter
163,4768,peak4768,1.55929643,36.24903339,-1.416888432,0.384553383,-3.684503881,0.000229149,0.005837751,2.233754412,Sig,Down,Pmp22,Promoter
164,4769,peak4769,1.43506494,27.23108461,-1.425484405,0.473064261,-3.013299722,0.002584236,0.031363726,1.503572348,Sig,Down,Pmp22,Promoter
165,4863,peak4863,1.78323579,60.70658318,-1.005602703,0.299375142,-3.359005345,0.000782236,0.013864512,1.858095407,Sig,Down,Gas7,Promoter
166,4864,peak4864,1.474282522,29.80454675,-1.156993983,0.409403956,-2.826044949,0.004712665,0.046604737,1.331569941,Sig,Down,Gas7,Promoter
167,4881,peak4881,1.43748026,27.3829517,-2.115420607,0.54538503,-3.878765439,0.000104988,0.003315487,2.479452706,Sig,Down,Ntn1,Promoter
168,4882,peak4882,1.759523728,57.48092235,-2.259042801,0.379060795,-5.95957913,2.53E-09,4.86E-07,6.313741962,Sig,Down,Ntn1,Promoter
169,4883,peak4883,2.207837693,161.3755343,-1.266303378,0.2098851,-6.033317177,1.61E-09,3.33E-07,6.477426656,Sig,Down,Ntn1,Promoter
170,4884,peak4884,1.490965397,30.9717252,-1.558784472,0.472938073,-3.295958943,0.000980863,0.016117665,1.792697877,Sig,Down,Ntn1,Promoter
176,5149,peak5149,2.113866821,129.9770935,-1.692919939,0.223720507,-7.567120086,3.82E-14,2.12E-11,10.67374787,Sig,Down,Rhbdl3,Promoter
177,5207,peak5207,1.382792208,24.1430541,-1.612611351,0.507682732,-3.176415605,0.001491072,0.022000488,1.657567695,Sig,Down,Unc45b,Promoter
178,5295,peak5295,1.328415082,21.30174012,-3.748602258,0.70924092,-5.285372222,1.25E-07,1.38E-05,4.858936307,Sig,Down,Ppm1e,Promoter
179,5296,peak5296,1.064870147,11.61101396,-2.949183525,0.824900562,-3.575198832,0.000349962,0.007871231,2.103957338,Sig,Down,Ppm1e,Promoter
180,5331,peak5331,1.830314354,67.65725198,-1.067682437,0.274326925,-3.89200746,9.94E-05,0.00320799,2.493767026,Sig,Down,Nog,Promoter
186,5691,peak5691,2.01254949,102.9317817,-1.483637722,0.230911601,-6.425132884,1.32E-10,3.47E-08,7.45927281,Sig,Down,C1ql1,Promoter
190,5792,peak5792,1.912813857,81.81140618,-1.155734612,0.270512115,-4.272395019,1.93E-05,0.000928306,3.03230894,Sig,Down,Fam20a,Promoter
191,5816,peak5816,1.886102143,76.93113561,-2.270350508,0.298949497,-7.594428253,3.09E-14,1.78E-11,10.74937418,Sig,Down,Cdc42ep4,Promoter
192,5817,peak5817,1.140458681,13.81842931,-2.13970545,0.67118071,-3.187972209,0.001432743,0.02131368,1.671341551,Sig,Down,Cdc42ep4,Promoter
193,6011,peak6011,1.660207204,45.73063207,-1.302658827,0.337156366,-3.863663738,0.000111699,0.003467708,2.459957459,Sig,Down,Syngr2,Promoter
195,6050,peak6050,2.009163718,102.1324424,-1.45695875,0.244336652,-5.962915264,2.48E-09,4.79E-07,6.31992084,Sig,Down,Mir1932,Promoter
199,6235,peak6235,1.565156587,36.74147501,-1.188302945,0.411641017,-2.88674572,0.003892487,0.040715765,1.390237399,Sig,Down,Ntsr2,Promoter
200,6437,peak6437,1.177090203,15.034542,-2.707084633,0.714073619,-3.791044172,0.000150015,0.004316721,2.364846062,Sig,Down,Gm20187,Promoter
201,6472,peak6472,1.928874596,84.89353076,-1.258841539,0.308062682,-4.086316236,4.38E-05,0.001719171,2.764681016,Sig,Down,Pxdn,Promoter
202,6550,peak6550,1.562840122,36.54602292,-2.41047878,0.450489789,-5.350795599,8.76E-08,1.01E-05,4.996172249,Sig,Down,Hdac9,Promoter
203,6551,peak6551,1.374477369,23.68521705,-1.90970738,0.490784812,-3.891129744,9.98E-05,0.00320963,2.493545082,Sig,Down,Hdac9,Promoter
204,6620,peak6620,1.937847571,86.66576418,-1.890612376,0.261737297,-7.223320471,5.07E-13,2.32E-10,9.634371947,Sig,Down,Stxbp6,Promoter
205,6647,peak6647,1.380610371,24.02206686,-1.958294516,0.604262998,-3.24079833,0.001191955,0.018603585,1.730403356,Sig,Down,Prkd1,Promoter
207,6669,peak6669,2.105846167,127.5986756,-1.164169207,0.214734491,-5.421435561,5.91E-08,7.36E-06,5.133344451,Sig,Down,Npas3,Promoter
209,6803,peak6803,1.17965799,15.12369778,-2.819219332,0.722349541,-3.902846439,9.51E-05,0.003080402,2.511392606,Sig,Down,Mdga2,Promoter
210,6804,peak6804,1.23590309,17.21484395,-2.355356239,0.614106865,-3.835417537,0.000125351,0.003807786,2.419327432,Sig,Down,Mdga2,Promoter
211,6805,peak6805,1.837373121,68.7658984,-2.19533045,0.317397743,-6.916654265,4.62E-12,1.69E-09,8.77152424,Sig,Down,Mdga2,Promoter
212,6934,peak6934,1.411904041,25.81689693,-1.758670091,0.473446895,-3.714608985,0.000203518,0.005337804,2.272637388,Sig,Down,Kcnh5,Promoter
213,6935,peak6935,1.581868469,38.18286118,-1.818998897,0.396128445,-4.591942132,4.39E-06,0.000282229,3.549398051,Sig,Down,Kcnh5,Promoter
214,6936,peak6936,1.470155646,29.52267095,-2.543223418,0.49013897,-5.188780275,2.12E-07,2.15E-05,4.667205673,Sig,Down,Kcnh5,Promoter
215,6941,peak6941,2.02301583,105.4425329,-2.279922397,0.265201318,-8.596949738,8.19E-18,1.11E-14,13.95579698,Sig,Down,Rhoj,Promoter
216,6970,peak6970,1.889951084,77.61596905,-1.132315091,0.285497737,-3.966108819,7.31E-05,0.002522911,2.598098085,Sig,Down,Plekhg3,Promoter
218,7004,peak7004,1.689109521,48.87756041,-2.566451872,0.43883288,-5.848358197,4.96E-09,9.03E-07,6.044277654,Sig,Down,Zfp36l1,Promoter
219,7005,peak7005,1.279527579,19.03389107,-2.561259276,0.617379327,-4.14859903,3.35E-05,0.001391104,2.856640359,Sig,Down,Zfp36l1,Promoter
220,7078,peak7078,1.666248698,46.37123875,-1.489422191,0.389134209,-3.827528282,0.000129437,0.003886344,2.410458776,Sig,Down,Mideas,Promoter
221,7184,peak7184,1.581655451,38.16413738,-1.58811258,0.383620158,-4.139804819,3.48E-05,0.001433994,2.843452669,Sig,Down,Ston2,Promoter
222,7185,peak7185,1.472207994,29.66251659,-1.911641746,0.454271417,-4.208148857,2.57E-05,0.001139246,2.94338243,Sig,Down,Ston2,Promoter
223,7195,peak7195,1.507296947,32.15858618,-1.231702572,0.403975553,-3.048953241,0.002296402,0.029251387,1.533853536,Sig,Down,Flrt2,Promoter
224,7196,peak7196,1.614275506,41.14106273,-1.297792286,0.375656492,-3.454731418,0.000550841,0.010885939,1.963134098,Sig,Down,Flrt2,Promoter
225,7234,peak7234,1.927927905,84.70867818,-1.210449276,0.275943587,-4.386582384,1.15E-05,0.00061436,3.211577174,Sig,Down,Fbln5,Promoter
226,7244,peak7244,1.239911908,17.37448369,-1.689200115,0.569749604,-2.964811389,0.003028686,0.034776778,1.458710651,Sig,Down,Rin3,Promoter
228,7359,peak7359,1.417674338,26.16220464,-1.78796019,0.480712652,-3.719394907,0.000199701,0.005277729,2.277552891,Sig,Down,Vrk1,Promoter
229,7509,peak7509,1.919703565,83.11962308,-1.573264338,0.300257619,-5.239714953,1.61E-07,1.66E-05,4.779369259,Sig,Down,Begain,Promoter
230,7510,peak7510,1.737863388,54.68439198,-2.194327889,0.349332746,-6.281483527,3.35E-10,8.21E-08,7.085451738,Sig,Down,Begain,Promoter
231,7511,peak7511,1.758706187,57.37281874,-1.405472356,0.34054026,-4.127184126,3.67E-05,0.001492267,2.826153391,Sig,Down,Begain,Promoter
234,7610,peak7610,2.005939392,101.3769899,-1.080885274,0.243004629,-4.44800282,8.67E-06,0.000489298,3.310426648,Sig,Down,Mir203,Promoter
237,7747,peak7747,1.780390399,60.31014861,-1.675255069,0.347102486,-4.826398928,1.39E-06,0.000108929,3.96285688,Sig,Down,Itgb8,Promoter
238,7759,peak7759,1.967268392,92.74027766,-1.826163144,0.264230569,-6.911248589,4.80E-12,1.74E-09,8.760045549,Sig,Down,Tmem196,Promoter
239,7797,peak7797,1.775782393,59.67362122,-2.158678404,0.325881964,-6.624111314,3.49E-11,1.10E-08,7.959538428,Sig,Down,Adarb2,Promoter
241,7853,peak7853,1.197883126,15.77186772,-1.784100448,0.591177501,-3.017876092,0.00254553,0.030990702,1.508768582,Sig,Down,Gng4,Promoter
242,7871,peak7871,1.512215695,32.52487939,-2.512238329,0.460914803,-5.450548157,5.02E-08,6.48E-06,5.188631944,Sig,Down,Gli3,Promoter
243,7872,peak7872,2.219151266,165.6346772,-2.049762457,0.249001405,-8.231931281,1.84E-16,1.74E-13,12.76033552,Sig,Down,Gli3,Promoter
255,7988,peak7988,1.780438623,60.31684591,-1.100786692,0.315826088,-3.485420404,0.000491364,0.010046678,1.997977505,Sig,Down,2610307P16Rik,Promoter
256,7989,peak7989,1.626636661,42.32886861,-1.312603856,0.361634039,-3.629646866,0.000283809,0.00677916,2.168824133,Sig,Down,2610307P16Rik,Promoter
257,7997,peak7997,1.580051677,38.02346376,-1.624130814,0.381515285,-4.257053066,2.07E-05,0.000983706,3.007134834,Sig,Down,Mboat1,Promoter
258,8071,peak8071,2.388047782,244.3699398,-1.179866559,0.186948394,-6.311188529,2.77E-10,6.89E-08,7.161741909,Sig,Down,Ppp1r3g,Promoter
259,8087,peak8087,2.28367616,192.1658274,-1.927659556,0.189543753,-10.16999782,2.70E-24,1.20E-20,19.92102732,Sig,Down,Rreb1,Promoter
260,8088,peak8088,2.01125289,102.6249338,-1.286223561,0.227606127,-5.651093733,1.59E-08,2.41E-06,5.618452682,Sig,Down,Rreb1,Promoter
261,8196,peak8196,1.969588623,93.23707119,-1.043761872,0.256144333,-4.074897391,4.60E-05,0.001789942,2.747161066,Sig,Down,Gmpr,Promoter
263,8329,peak8329,1.457283926,28.66051079,-2.384078582,0.54751075,-4.35439593,1.33E-05,0.000694082,3.158589367,Sig,Down,Syk,Promoter
264,8330,peak8330,1.654885753,45.17370934,-1.047810702,0.371793232,-2.818261905,0.004828441,0.047305032,1.325092662,Sig,Down,Syk,Promoter
265,8433,peak8433,1.87443311,74.89160023,-1.056975055,0.321884844,-3.283705569,0.001024519,0.016606924,1.779710809,Sig,Down,Cxcl14,Promoter
267,8523,peak8523,1.300844438,19.99145656,-3.24893514,0.675296414,-4.811124523,1.50E-06,0.000115844,3.936128017,Sig,Down,Dapk1,Promoter
268,8524,peak8524,1.352488817,22.51587438,-2.122566912,0.64609909,-3.285203378,0.001019088,0.016582854,1.78034073,Sig,Down,Dapk1,Promoter
270,8769,peak8769,2.074435668,118.6958864,-1.050328049,0.209739389,-5.007776807,5.51E-07,4.95E-05,4.305377338,Sig,Down,Adcy2,Promoter
271,8770,peak8770,1.711089511,51.41496099,-1.389024431,0.348323343,-3.987744314,6.67E-05,0.002360535,2.626989592,Sig,Down,Adcy2,Promoter
272,8861,peak8861,1.429271573,26.87024168,-1.75580626,0.47348064,-3.708295779,0.000208659,0.005440521,2.264359478,Sig,Down,Slc12a7,Promoter
273,8862,peak8862,1.081472052,12.06346453,-3.014092698,0.826682611,-3.646009555,0.000266344,0.006467524,2.18926192,Sig,Down,Slc12a7,Promoter
274,8888,peak8888,0.941486394,8.739496124,-3.707347274,1.133701182,-3.270127378,0.001074991,0.017263118,1.762880762,Sig,Down,Ell2,Promoter
